INSTITUICAO_ENSINO_ALUNO_2024,NOME,IDADE_ALUNO_2024,ANOS_PM_2024,FASE_TURMA_2024,PONTO_VIRADA_2024,INDE_2024,INDE_CONCEITO_2024,PEDRA_2024,DESTAQUE_IEG_2024,DESTAQUE_IDA_2024,DESTAQUE_IPV_2024,IAA_2024,IEG_2024,IPS_2024,IDA_2024,IPP_2024,IPV_2024,IAN_2024
Escola Pública,Aluno-1459,12,3,2C,,"6,665390476",D,Agata,,,,"8,0","8,3","7,5","3,8","7,5","7,3",5
Escola Pública,Aluno-1460,12,1,2C,,"6,784805263",C,Agata,,,,"9,5","7,5","7,5","3,3","6,9","6,3",10
Escola Pública,Aluno-1017,12,1,2C,,"7,345521429",D,Ametista,,,,"9,5","7,8","6,3","5,0","7,2","7,4",10
Escola Pública,Aluno-499,12,1,2C,,"7,57947381",B,Ametista,,,,"8,5","9,0","7,5","4,8","7,2","7,5",10
Escola Pública,Aluno-514,11,2,2C,,"6,219580952",C,Agata,,,,"9,0","7,6","4,4","3,0","5,6","6,0",10
Escola Pública,Aluno-1461,12,1,2C,,"6,871961905",C,Agata,,,,"10,0","9,3","7,5","2,8","7,5","7,3",5
Escola Pública,Aluno-1462,13,2,2D,,"7,624366667",B,Ametista,,,,"8,5","10,0","7,5","6,5","8,1","7,1",5
Escola Pública,Aluno-1463,12,2,2D,,"9,074561111",C,Topázio,,,,"8,5","9,7","7,5","10,0","9,1","8,1",10
Escola Pública,Aluno-1464,13,1,2D,,"7,288424359",B,Ametista,,,,"8,0","7,8","7,5","6,3","9,1","7,6",5
Escola Pública,Aluno-687,11,2,2D,,"8,273984461",B,Topázio,,,,"7,5","9,2","7,5","7,3","8,8","8,0",10
Rede Decisão/União,Aluno-1030,12,4,2D,,"7,740191604",A,Ametista,,,,"7,4","8,3","4,4","8,0","7,8","7,6",10
Escola Pública,Aluno-1465,12,0,2D,,"7,334466667",B,Ametista,,,,"7,4","8,8","7,5","5,8","8,8","7,8",5
Rede Decisão/União,Aluno-522,11,0,2D,,"8,677711905",B,Topázio,,,,"8,0","9,5","7,5","9,0","8,4","7,9",10
Escola Pública,Aluno-501,11,1,2D,,"8,277947494",D,Topázio,,,,"7,0","8,0","7,5","8,8","8,4","8,2",10
Escola Pública,Aluno-1466,12,1,2D,,"8,21372381",D,Topázio,,,,"10,0","7,4","7,5","7,5","8,8","8,1",10
Rede Decisão/União,Aluno-502,10,2,2D,,"8,502330952",A,Topázio,,,,"9,0","9,8","3,8","8,0","9,1","8,8",10
Escola Pública,Aluno-1467,12,1,2D,,"8,836711278",B,Topázio,,,,"9,0","9,0","7,5","9,3","8,8","8,3",10
Escola Pública,Aluno-1468,12,2,2D,,"8,128102882",C,Topázio,,,,"8,5","9,0","7,5","7,0","8,4","7,4",10
Escola Pública,Aluno-527,11,0,2D,,"8,140366667",D,Topázio,,,,"9,0","10,0","7,5","6,0","8,1","7,4",10
Escola Pública,Aluno-1469,13,1,2D,,"7,459755556",C,Ametista,,,,"8,5","9,4","7,5","4,8","8,8","8,2",5
Escola Pública,Aluno-1470,12,3,2G,,"5,967421532",B,Quartzo,,,,"8,0","6,4","6,3","5,0","6,9","5,4",5
Escola Pública,Aluno-1471,13,1,2G,,"7,404455435",B,Ametista,,,,"10,0","7,2","7,5","7,5","7,7","7,2",5
Escola Pública,Aluno-710,12,3,2G,,"7,036624134",C,Ametista,,,,"9,2","8,2","5,6","6,8","7,7","6,5",5
Escola Pública,Aluno-1472,11,0,2G,,"8,773575",B,Topázio,,,,"8,5","10,0","7,5","8,8","8,0","8,1",10
Escola Pública,Aluno-837,10,0,2G,,"7,964846739",A,Ametista,,,,"7,5","9,8","6,9","6,8","7,0","7,6",10
Escola Pública,Aluno-549,12,0,2G,,"6,539818789",C,Agata,,,,"10,0","7,2","6,3","5,8","6,4","5,9",5
Escola Pública,Aluno-571,13,2,2G,,"6,296455435",C,Agata,,,,"7,0","8,7","4,4","5,3","7,0","5,8",5
Rede Decisão/União,Aluno-731,12,3,2G,,"4,770487338",B,Quartzo,,,,"9,5","4,2","4,4","2,5","5,8","4,8",5
Escola Pública,Aluno-706,11,4,2G,,"5,870196429",B,Quartzo,,,,"0,0","7,1","6,3","3,3","7,7","7,0",10
Escola Pública,Aluno-707,12,0,2G,,"6,497561842",D,Agata,,,,"7,9","7,7","4,4","6,5","6,4","6,4",5
Escola Pública,Aluno-1044,11,1,2G,,"7,966711905",C,Ametista,,,,"7,5","9,5","7,5","7,0","7,2","7,2",10
Escola Pública,Aluno-1054,13,3,2G,,"6,985788509",C,Agata,,,,"9,5","7,3","7,5","6,3","7,2","6,8",5
Escola Pública,Aluno-721,10,0,2G,,"8,898602692",B,Topázio,,,,"9,0","9,5","8,1","8,3","8,8","8,8",10
Rede Decisão/União,Aluno-1473,13,3,2G,,"6,689320601",B,Agata,,,,"9,5","8,4","5,6","5,3","6,6","6,4",5
Escola Pública,Aluno-735,12,0,2H,,"7,788846739",C,Ametista,,,,"8,0","9,8","6,3","8,0","7,7","7,7",5
Escola Pública,Aluno-712,13,1,2H,,"6,223637371",A,Agata,,,,"7,5","6,0","5,6","6,8","6,6","6,0",5
Escola Pública,Aluno-1103,11,2,2H,,"7,861995031",D,Ametista,,,,"8,5","7,8","7,5","7,3","7,5","7,5",10
Escola Pública,Aluno-570,12,2,2H,,"6,813364079",D,Agata,,,,"8,0","8,0","5,6","6,8","7,2","6,4",5
Escola Pública,Aluno-713,11,1,2H,,"7,467500983",A,Ametista,,,,"8,0","7,5","7,5","6,8","7,0","6,8",10
Escola Pública,Aluno-714,13,3,2H,,"5,465366201",B,Quartzo,,,,"0,0","6,9","6,3","4,0","7,7","7,0",5
Escola Pública,Aluno-737,11,0,2H,,"8,469548861",B,Topázio,,,,"8,5","8,7","6,9","9,3","7,5","8,0",10
Rede Decisão/União,Aluno-1474,11,3,2H,,"7,384207505",B,Ametista,,,,"8,0","8,0","5,6","7,5","6,7","6,3",10
Escola Pública,Aluno-1036,12,1,2H,,"8,284130383",B,Topázio,,,,"10,0","9,1","7,5","7,0","7,7","7,7",10
Escola Pública,Aluno-576,12,2,2H,,"8,93195",A,Topázio,,,,"8,5","10,0","7,5","9,3","7,8","8,5",10
Escola Pública,Aluno-577,12,1,2H,,"6,62915911",C,Agata,,,,"8,5","5,8","5,6","8,0","6,6","6,5",5
Escola Pública,Aluno-580,12,0,2H,,"7,928152122",C,Ametista,,,,"9,0","8,9","7,5","9,3","7,0","7,2",5
Escola Pública,Aluno-581,12,1,2H,,"7,083301553",B,Ametista,,,,"7,4","8,2","5,6","8,8","6,6","6,2",5
Rede Decisão/União,Aluno-841,12,2,2H,,"6,035771224",B,Agata,,,,"10,0","6,3","7,5","3,3","7,0","5,8",5
Escola Pública,Aluno-730,11,2,2I,,"8,469255556",B,Topázio,,,,"8,0","7,2","6,9","9,5","9,2","8,7",10
Escola Pública,Aluno-855,10,1,2I,,"8,578533333",C,Topázio,,,,"9,0","10,0","7,5","8,5","7,5","7,4",10
Escola Pública,Aluno-820,11,1,2I,,"7,426572549",B,Ametista,,,,"10,0","6,6","7,5","6,3","8,3","6,4",10
Rede Decisão/União,Aluno-715,11,3,2I,,"5,309825313",B,Quartzo,,,,"9,0","5,3","3,8","2,8","5,0","4,7",10
Escola Pública,Aluno-1038,11,1,2I,,"7,964638597",C,Ametista,,,,"8,0","7,5","7,5","8,5","7,5","7,3",10
Rede Decisão/União,Aluno-1475,10,2,2I,,"7,413901754",B,Ametista,,,,"9,0","8,1","7,5","5,0","7,5","7,0",10
Escola Pública,Aluno-1039,13,1,2I,,"7,549644444",B,Ametista,,,,"8,0","9,7","7,5","7,3","7,5","6,8",5
Escola João Paulo II,Aluno-745,11,2,2I,,"8,6102",D,Topázio,,,,"9,0","10,0","6,3","8,5","7,5","8,2",10
Escola Pública,Aluno-718,10,0,2I,,"8,705811111",C,Topázio,,,,"10,0","9,5","5,6","9,5","7,5","7,9",10
Rede Decisão/União,Aluno-1040,12,4,2I,,"7,7642",B,Ametista,,,,"9,5","8,5","7,5","8,3","7,5","7,3",5
Escola Pública,Aluno-746,10,3,2I,,"7,903311111",C,Ametista,,,,"8,5","7,4","7,5","8,0","7,5","7,3",10
Rede Decisão/União,Aluno-1069,12,3,2K,,"7,678917391",A,Ametista,,,,"9,0","7,1","7,5","6,3","8,1","7,8",10
Escola Pública,Aluno-1476,11,1,2K,,"8,80795",B,Topázio,,,,"9,5","10,0","5,6","8,5","8,4","8,8",10
Escola Pública,Aluno-827,12,4,2K,,"8,248346739",D,Topázio,,,,"10,0","9,8","5,0","7,3","7,7","7,9",10
Escola Pública,Aluno-1477,11,1,2K,,"7,051498913",D,Ametista,,,,"8,0","8,0","7,5","5,0","6,4","6,3",10
Rede Decisão/União,Aluno-762,14,4,2K,,"5,967732609",B,Quartzo,,,,"10,0","6,4","6,3","3,8","6,6","5,8",5
Escola Pública,Aluno-778,11,1,2K,,"8,075413959",B,Topázio,,,,"10,0","8,1","7,5","7,0","7,5","7,7",10
Escola Pública,Aluno-591,13,4,2K,,"6,836033696",D,Agata,,,,"7,4","7,9","6,3","7,5","5,8","6,5",5
Escola Pública,Aluno-1478,11,1,2K,,"6,721033333",C,Agata,,,,"8,0","6,7","6,3","4,3","6,9","7,1",10
Escola Pública,Aluno-829,10,1,2K,,"9,171825",B,Topázio,,,,"9,5","9,8","9,4","8,0","8,9","9,2",10
Escola Pública,Aluno-1479,12,0,2K,,"6,615766239",B,Agata,,,,"8,5","6,2","7,5","4,3","7,2","6,0",10
Rede Decisão/União,Aluno-1480,12,4,2K,,"7,09445",B,Ametista,,,,"8,5","8,9","7,5","5,5","7,2","7,0",5
Escola Pública,Aluno-438,12,1,2K,,"7,930283696",B,Ametista,,,,"9,2","8,7","7,5","8,3","8,0","7,9",5
Escola Pública,Aluno-607,12,0,2K,,"7,648602174",B,Ametista,,,,"8,5","7,5","7,5","7,0","7,2","7,2",10
Escola Pública,Aluno-1481,12,1,2K,,"6,860721739",A,Agata,,,,"8,5","8,8","7,5","4,8","6,9","6,8",5
Escola Pública,Aluno-1482,14,2,2K,,"5,2257",B,Quartzo,,,,"8,5","5,0","7,5","0,0","7,5","6,9",5
Escola Pública,Aluno-1483,11,0,2K,,"7,311433696",B,Ametista,,,,"9,5","7,9","7,5","6,5","5,8","5,7",10
Escola Pública,Aluno-1484,14,1,2L,,"7,7542",B,Ametista,,,,"9,0","10,0","6,3","7,0","7,5","7,9",5
Escola Pública,Aluno-1485,13,1,2L,,"6,738687578",A,Agata,,,,"9,0","7,7","5,6","5,0","7,5","7,4",5
Rede Decisão/União,Aluno-1486,11,3,2L,,"6,86547451",C,Agata,,,,"8,0","5,4","6,3","5,8","7,9","7,1",10
Escola Pública,Aluno-597,11,0,2L,,"7,843291097",B,Ametista,,,,"9,0","9,3","7,5","6,0","7,5","6,9",10
Rede Decisão/União,Aluno-624,12,4,2L,,"7,229425673",B,Ametista,,,,"8,0","8,2","7,5","4,0","7,9","7,2",10
Escola Pública,Aluno-1487,13,1,2L,,"8,026743478",B,Topázio,,,,"10,0","9,6","6,3","8,3","7,7","7,8",5
Escola Pública,Aluno-1488,11,1,2L,,"6,766893582",D,Agata,,,,"8,0","7,1","7,5","3,5","7,5","6,7",10
Escola Pública,Aluno-1489,12,0,2L,,"5,984228986",A,Quartzo,,,,"9,0","5,8","6,3","5,0","6,7","5,7",5
Escola Pública,Aluno-600,11,0,2L,,"7,847373913",C,Ametista,,,,"8,0","8,0","7,5","7,5","7,5","7,2",10
Escola Pública,Aluno-663,12,1,2L,,"6,696419462",B,Agata,,,,"8,5","7,1","5,6","6,5","6,9","6,9",5
Escola Pública,Aluno-1490,12,2,2L,,"7,372576812",C,Ametista,,,,"8,5","9,6","6,3","7,8","6,7","6,3",5
Escola Pública,Aluno-1491,12,1,2L,,"7,5072",B,Ametista,,,,"9,0","6,3","7,5","6,5","7,5","7,8",10
Escola Pública,Aluno-1066,11,2,2L,,"7,93262236",A,Ametista,,,,"9,5","8,4","6,3","7,3","7,5","7,4",10
Escola Pública,Aluno-630,11,3,2L,,"6,879985507",C,Agata,,,,"0,0","8,5","7,5","5,8","7,5","7,7",10
Escola Pública,Aluno-1492,9,1,2L,,"8,479020513",B,Topázio,,,,"8,0","8,8","7,5","8,0","8,8","8,5",10
Escola Pública,Aluno-834,11,1,2L,,"8,51364617",B,Topázio,,,,"8,0","9,1","6,3","8,8","7,7","8,7",10
Escola Pública,Aluno-784,11,0,2M,,"8,885745455",A,Topázio,,,,"8,0","9,8","5,6","8,8","9,4","9,4",10
Escola Pública,Aluno-1059,11,0,2M,,"8,67845",B,Topázio,,,,"8,0","10,0","6,3","7,5","9,1","9,2",10
Rede Decisão/União,Aluno-612,12,3,2M,,"9,134040909",A,Topázio,,,,"8,0","9,5","6,3","9,8","9,7","9,4",10
Escola Pública,Aluno-1060,12,0,2M,,"6,448416667",B,Agata,,,,"9,6","6,0","6,3","3,3","7,8","6,2",10
Escola Pública,Aluno-761,11,1,2M,,"8,174593939",C,Topázio,,,,"8,5","8,9","6,3","7,3","8,8","8,0",10
Escola Pública,Aluno-1493,12,1,2M,,"6,378661324",C,Agata,,,,"8,5","7,8","7,5","4,0","7,2","5,9",5
Escola Pública,Aluno-665,12,4,2M,,"5,69870303",D,Quartzo,,,,"8,3","5,1","5,6","4,8","7,5","5,4",5
Escola Pública,Aluno-1115,12,1,2M,,"6,570068687",C,Agata,,,,"8,0","4,3","7,5","6,3","7,5","5,8",10
Escola Pública,Aluno-1061,11,1,2M,,"8,76595",D,Topázio,,,,"8,5","10,0","6,3","8,5","8,4","8,7",10
Rede Decisão/União,Aluno-1494,11,3,2M,,"5,874882353",A,Quartzo,,,,"0,0","6,8","7,5","4,3","7,5","5,8",10
FIAP,Aluno-1495,11,1,2M,,"8,48450303",B,Topázio,,,,"9,0","8,3","7,5","8,3","8,8","8,2",10
Escola Pública,Aluno-606,11,0,2M,,"6,645260606",C,Agata,,,,"8,5","7,6","6,9","3,3","8,1","5,6",10
Rede Decisão/União,Aluno-594,12,2,2M,,"6,890966667",B,Agata,,,,"6,9","5,8","6,3","7,0","8,1","6,1",10
Escola Pública,Aluno-1496,12,1,2M,,"6,77997381",B,Agata,,,,"9,0","5,7","7,5","4,3","7,8","6,8",10
Escola Pública,Aluno-1497,12,0,2M,,"5,242378788",B,Quartzo,,,,"0,0","5,0","7,5","2,0","6,9","7,0",10
Escola Pública,Aluno-1498,13,2,2M,,"7,147881818",B,Ametista,,,,"8,5","7,8","7,5","7,0","8,1","6,3",5
Escola Pública,Aluno-1499,12,0,2N,,"7,9148",A,Ametista,,,,"8,4","9,3","6,9","6,5","8,1","7,1",10
Escola Pública,Aluno-788,10,1,2N,,"7,922106827",B,Ametista,,,,"8,4","9,5","6,3","5,8","8,4","7,8",10
Escola Pública,Aluno-1500,11,2,2N,,"7,36045",D,Ametista,,,,"9,5","8,3","6,9","3,5","8,4","7,6",10
Escola Pública,Aluno-777,10,1,2N,,"7,563515408",B,Ametista,,,,"8,0","8,8","7,5","4,5","8,1","7,7",10
Escola Pública,Aluno-1063,12,1,2N,,"7,27925",B,Ametista,,,,"5,3","9,8","7,5","7,8","7,8","6,1",5
Escola Pública,Aluno-664,12,3,2N,,"7,501724409",B,Ametista,,,,"9,0","6,8","7,5","5,8","8,1","7,7",10
Escola Pública,Aluno-1501,11,0,2N,,"8,04495",A,Topázio,,,,"9,5","10,0","7,5","5,0","8,4","7,5",10
Escola Pública,Aluno-764,10,2,2N,,"7,83837029",B,Ametista,,,,"8,0","7,9","7,5","6,0","8,4","8,3",10
Escola Pública,Aluno-1064,11,4,2N,,"8,980235088",B,Topázio,,,,"9,5","9,7","7,5","8,5","8,8","8,8",10
Escola Pública,Aluno-1065,11,1,2N,,"8,863493478",B,Topázio,,,,"9,5","8,8","6,3","9,3","9,1","8,8",10
Escola Pública,Aluno-1502,12,2,2N,,"6,886091026",B,Agata,,,,"8,0","7,6","7,5","5,3","7,8","7,4",5
Escola Pública,Aluno-781,11,0,2N,,"8,496283333",B,Topázio,,,,"8,0","9,8","7,5","7,3","8,4","8,5",10
Escola Pública,Aluno-608,11,3,2N,,"5,778986232",D,Quartzo,,,,"9,0","3,1","6,9","4,3","7,2","5,1",10
Escola Pública,Aluno-796,12,2,2P,,"7,052457703",B,Ametista,,,,"8,5","8,2","7,5","5,3","7,9","7,3",5
Rede Decisão/União,Aluno-797,12,2,2P,,"6,597315152",B,Agata,,,,"9,2","4,8","7,5","7,3","6,7","6,7",5
Escola Pública,Aluno-636,12,0,2P,,"6,380227911",C,Agata,,,,"8,0","4,9","7,5","5,3","6,9","5,6",10
UNISA,Aluno-1140,12,4,2P,,"7,347388038",B,Ametista,,,,"6,8","6,1","7,5","7,0","8,1","7,4",10
Escola Pública,Aluno-1503,13,1,2P,,"6,9917",B,Agata,,,,"7,5","10,0","7,5","2,8","9,0","7,7",5
Rede Decisão/União,Aluno-814,11,2,2P,,"7,971648485",B,Ametista,,,,"7,4","9,1","7,5","7,5","7,5","7,1",10
Escola Pública,Aluno-637,12,1,2P,,"7,685321212",A,Ametista,,,,"7,5","6,2","7,5","7,8","8,3","7,8",10
Rede Decisão/União,Aluno-652,11,3,2P,,"7,36189697",D,Ametista,,,,"8,0","6,9","7,5","5,5","7,9","7,7",10
Escola Pública,Aluno-816,11,0,2P,,"8,929745455",B,Topázio,,,,"7,0","9,8","7,5","9,3","9,2","8,8",10
Escola Pública,Aluno-1504,12,2,2P,,"6,057060606",C,Agata,,,,"7,5","4,6","5,6","6,8","5,8","6,9",5
Escola Pública,Aluno-638,11,0,2P,,"6,746487879",D,Agata,,,,"8,5","5,7","7,5","5,0","8,1","5,9",5
Escola Pública,Aluno-1505,13,2,2P,,"6,719917172",C,Agata,,,,"9,5","7,5","7,5","3,8","8,8","6,9",5
Escola Pública,Aluno-643,12,1,2P,,"6,402239075",B,Agata,,,,"9,0","6,9","7,5","4,5","8,1","5,8",5
Rede Decisão/União,Aluno-645,12,2,2P,,"7,502239394",B,Ametista,,,,"7,4","8,4","7,5","5,3","7,7","7,6",10
Escola Pública,Aluno-1068,11,3,2R,,"9,01500303",D,Topázio,,,,"9,5","9,1","7,5","9,5","8,5","8,7",10
Escola Pública,Aluno-798,12,2,2R,,"4,674365368",C,Quartzo,,,,"6,8","3,5","7,5","4,8","5,0","2,9",5
Escola Pública,Aluno-799,11,0,2R,,"7,702648485",B,Ametista,,,,"7,9","9,1","7,5","5,3","7,9","7,5",10
Escola Pública,Aluno-1506,11,1,2R,,"7,151855844",C,Ametista,,,,"8,0","8,4","7,5","3,5","6,5","7,9",10
Escola Pública,Aluno-802,11,1,2R,,"7,831797403",B,Ametista,,,,"7,5","7,0","7,5","8,8","8,3","6,7",10
Rede Decisão/União,Aluno-1507,12,2,2R,,"5,046077056",B,Quartzo,,,,"6,9","4,4","7,5","5,0","4,6","3,8",5
Escola Pública,Aluno-1071,12,1,2R,,"4,804862338",A,Quartzo,,,,"8,0","4,2","7,5","4,5","4,2","3,0",5
Rede Decisão/União,Aluno-1508,10,2,2R,,"8,180420779",B,Topázio,,,,"7,5","7,2","7,5","9,3","7,5","8,2",10
Escola Pública,Aluno-1509,11,1,2R,,"7,560230303",A,Ametista,,,,"8,5","6,5","7,5","7,5","6,7","7,4",10
Rede Decisão/União,Aluno-1510,11,2,2R,,"9,464745454",C,Topázio,,,,"10,0","9,8","7,5","10,0","9,6","9,0",10
Escola Pública,Aluno-785,11,0,2U,,"9,154866667",B,Topázio,,,,"9,5","10,0","7,5","9,0","8,8","8,9",10
Escola Pública,Aluno-1511,11,1,2U,,"8,921707764",B,Topázio,,,,"10,0","9,3","7,5","8,8","8,4","8,6",10
Escola Pública,Aluno-752,12,0,2U,,"6,57279265",B,Agata,,,,"9,5","7,5","7,5","5,8","5,9","5,6",5
Escola Pública,Aluno-790,13,1,2U,,"6,808935507",B,Agata,,,,"7,5","6,8","7,5","6,8","7,2","6,9",5
Escola Pública,Aluno-590,12,1,2U,,"6,712378054",B,Agata,,,,"8,0","8,5","6,3","4,0","7,5","7,7",5
Escola Pública,Aluno-1512,10,1,2U,,"8,10445",A,Topázio,,,,"9,5","10,0","7,5","5,5","7,8","7,6",10
Escola Pública,Aluno-472,14,0,2U,,"6,639761077",A,Agata,,,,"7,5","7,5","7,5","6,3","6,3","6,3",5
Escola Pública,Aluno-628,13,1,2U,,"8,236616667",C,Topázio,,,,"9,0","10,0","7,5","9,0","7,2","7,8",5
Escola Pública,Aluno-1513,12,2,2U,,"6,550917172",B,Agata,,,,"8,5","7,5","7,5","3,8","7,5","7,2",5
Escola Pública,Aluno-1514,12,1,2U,,"7,520576263",B,Ametista,,,,"9,0","8,0","7,5","5,5","7,2","7,3",10
Rede Decisão/União,Aluno-629,11,2,2U,,"8,061295238",B,Topázio,,,,"10,0","9,5","7,5","6,0","7,5","7,3",10
Escola Pública,Aluno-832,11,0,2U,,"8,240330435",D,Topázio,,,,"9,0","8,7","7,5","8,0","7,5","7,5",10
Escola Pública,Aluno-1515,12,0,2U,,"5,832133333",C,Quartzo,,,,"6,4","6,7","6,3","3,5","6,9","6,7",5
FIAP,Aluno-833,11,3,2U,,"8,518457764",D,Topázio,,,,"9,0","9,3","7,5","8,0","8,1","7,9",10
Escola Pública,Aluno-819,10,1,2U,,"8,652552484",C,Topázio,,,,"10,0","7,8","7,5","9,0","8,4","8,5",10
Escola Pública,Aluno-1073,13,0,3A,,"7,085994577",A,Ametista,,,,"9,2","6,4","7,5","6,5","6,9","5,8",10
Escola Pública,Aluno-494,13,0,3A,,"7,922281328",D,Ametista,,,,"7,5","7,3","8,8","6,3","7,8","8,9",10
Rede Decisão/União,Aluno-484,13,4,3A,,"3,835477657",B,Quartzo,,,,"8,3","3,9","2,5","0,0","3,4","3,1",10
Escola Pública,Aluno-496,13,1,3A,,"6,726607508",B,Agata,,,,"10,0","5,3","6,3","5,7","6,7","6,2",10
Escola Pública,Aluno-1516,13,1,3A,,"7,217066033",B,Ametista,,,,"9,6","5,4","9,4","4,7","8,0","7,5",10
Escola Pública,Aluno-1143,16,0,3A,,"5,881225668",A,Quartzo,,,,"9,6","5,2","9,4","3,2","7,0","6,8","2,5"
Escola Pública,Aluno-1517,15,1,3A,,"6,240744444",B,Agata,,,,"9,2","4,3","9,4","4,7","7,5","6,7",5
Escola Pública,Aluno-1518,15,0,3A,,"5,721382143",B,Quartzo,,,,"7,1","5,7","9,4","1,8","7,7","6,6",5
Escola Pública,Aluno-227,13,0,3A,,"8,074015455",D,Topázio,,,,"9,6","8,1","9,4","6,5","7,5","7,5",10
Escola Pública,Aluno-487,12,1,3A,,"9,417137302",B,Topázio,,,,"9,2","9,4","9,4","9,7","9,1","9,2",10
Escola Pública,Aluno-1076,13,2,3A,,"7,479598365",B,Ametista,,,,"8,3","7,8","8,1","6,3","7,0","6,5",10
Escola Pública,Aluno-1084,12,2,3A,,"6,907110965",D,Agata,,,,"8,8","7,7","5,6","3,7","7,0","7,5",10
Escola Pública,Aluno-1519,15,1,3A,,"7,210222118",C,Ametista,,,,"9,6","5,6","8,8","4,8","8,0","7,5",10
Escola Pública,Aluno-490,12,1,3A,,"7,36808429",D,Ametista,,,,"9,2","5,5","8,8","6,2","7,8","7,3",5
Escola Pública,Aluno-346,12,2,3A,,"7,761749603",B,Ametista,,,,"10,0","9,1","2,5","6,2","8,0","8,3",10
Escola Pública,Aluno-546,13,2,3B,,"5,70242601",B,Quartzo,,,,"5,8","3,8","8,1","4,7","5,2","5,5",10
Escola Pública,Aluno-1087,13,1,3B,,"6,913936532",B,Agata,,,,"7,9","8,4","8,8","2,7","7,2","6,6",10
Escola Pública,Aluno-493,11,0,3B,,"7,464325",B,Ametista,,,,"10,0","8,9","10,0","3,2","7,0","6,7",10
Rede Decisão/União,Aluno-1520,14,4,3B,,"7,002646212",A,Ametista,,,,"8,3","9,1","8,8","3,8","7,7","7,3",5
Escola Pública,Aluno-1072,12,0,3B,,"7,815385675",B,Ametista,,,,"8,8","5,6","8,8","8,2","8,0","7,5",10
Escola Pública,Aluno-1521,14,1,3B,,"5,065788844",B,Quartzo,,,,"7,5","6,2","2,5","3,2","6,1","5,5",5
Escola Pública,Aluno-536,11,1,3B,,"7,770468182",C,Ametista,,,,"8,3","9,1","8,1","5,5","7,2","7,4",10
Escola Pública,Aluno-1079,13,3,3B,,"5,42534133",D,Quartzo,,,,"7,5","4,5","2,5","6,3","4,2","4,2",10
Escola Pública,Aluno-331,14,1,3B,,"6,231045707",B,Agata,,,,"8,8","7,7","8,8","3,5","6,1","5,6",5
Escola Pública,Aluno-1522,13,1,3B,,"8,3261",C,Topázio,,,,"8,8","10,0","9,4","7,0","6,9","7,1",10
Escola Pública,Aluno-1096,11,2,3B,,"9,189883333",B,Topázio,,,,"9,2","9,9","8,8","8,5","9,1","9,1",10
Escola Pública,Aluno-513,11,2,3B,,"8,72863254",C,Topázio,,,,"10,0","8,8","8,1","7,7","9,1","8,5",10
Escola Pública,Aluno-531,12,1,3B,,"7,912792647",A,Ametista,,,,"9,2","9,8","4,4","6,7","8,0","7,3",10
Escola Pública,Aluno-1523,11,2,3B,,"8,67371279",C,Topázio,,,,"6,7","9,3","8,8","8,2","8,9","8,8",10
Escola Pública,Aluno-1524,14,1,3B,,"5,547380556",D,Quartzo,,,,"7,9","2,8","7,5","4,0","7,7","6,9",5
Rede Decisão/União,Aluno-1147,15,4,3B,,"5,833118519",B,Quartzo,,,,"8,8","6,1","8,8","3,2","6,3","5,5",5
Escola Pública,Aluno-479,12,1,3C,,"8,901966667",B,Topázio,,,,"9,2","9,9","2,5","9,7","9,4","9,5",10
Escola Pública,Aluno-517,14,1,3C,,"5,880466583",A,Quartzo,,,,"7,5","5,3","2,5","5,0","6,0","6,1",10
Rede Decisão/União,Aluno-325,12,3,3C,,"8,385133333",B,Topázio,,,,"9,2","9,9","7,5","7,0","8,3","7,6",10
FIAP,Aluno-1525,13,2,3C,,"7,778263492",A,Ametista,,,,"7,9","8,3","5,6","7,0","8,5","7,6",10
Escola Pública,Aluno-518,12,4,3C,,"6,346748371",C,Agata,,,,"8,3","6,8","2,5","4,0","7,1","6,9",10
Escola Pública,Aluno-1146,15,4,3C,,"5,393308605",B,Quartzo,,,,"10,0","5,0","6,9","2,0","6,3","5,9",5
Escola Pública,Aluno-530,12,1,3C,,"7,214534419",B,Ametista,,,,"8,8","6,5","9,4","4,5","7,1","7,5",10
Escola Pública,Aluno-524,13,1,3C,,"7,026322556",B,Ametista,,,,"7,1","5,1","2,5","8,7","8,3","7,4",10
Escola Pública,Aluno-578,12,2,3C,,"9,0662",C,Topázio,,,,"10,0","10,0","2,5","9,8","9,6","9,5",10
Escola Pública,Aluno-526,14,1,3C,,"7,843157895",A,Ametista,,,,"9,6","9,4","8,1","7,3","7,3","7,5",5
Rede Decisão/União,Aluno-528,13,1,3C,,"7,276330075",B,Ametista,,,,"9,2","5,8","7,5","6,7","7,3","6,9",10
Escola Pública,Aluno-516,11,2,3C,,"8,384033333",B,Topázio,,,,"10,0","10,0","2,5","8,8","8,5","7,6",10
Rede Decisão/União,Aluno-534,14,2,3C,,"7,088855054",B,Ametista,,,,"9,6","6,0","7,5","5,0","7,5","7,1",10
Rede Decisão/União,Aluno-1097,15,1,3C,,"5,475324896",B,Quartzo,,,,"10,0","4,8","6,3","3,0","6,0","5,9",5
Escola Pública,Aluno-360,14,1,3C,,"6,293175689",A,Agata,,,,"8,3","5,6","5,0","5,8","7,7","7,0",5
Escola Pública,Aluno-1526,13,1,3D,,"7,9798",C,Ametista,,,,"9,2","10,0","8,8","3,8","8,1","8,1",10
