NOME,FASE_2023,TURMA_2023,INSTITUICAO_ENSINO_ALUNO_2023,PEDRA_2023,INDE_2023,IAA_2023,IEG_2023,IPS_2023,IDA_2023,IPP_2023,PONTO_VIRADA_2023,IPV_2023,IAN_2023,NIVEL_IDEAL_2023,DEFASAGEM_2023
Aluno-962,ALFA,ALFA Q - G2/G3,Pública,Topázio,"8,4742","9,0","9,2","7,52","8,7","7,50",,"10,01",5,Fase 1 (3° e 4° ano),-1
Aluno-805,ALFA,ALFA Q - G2/G3,Pública,Agata,"6,492","0,0","9,1","7,52","6,8","6,25",,"7,18",5,Fase 1 (3° e 4° ano),-1
Aluno-806,ALFA,ALFA Q - G2/G3,Pública,Ametista,"7,2937","8,5","8,3","6,27","7,8","6,88",,"7,10",5,Fase 1 (3° e 4° ano),-1
Aluno-807,ALFA,ALFA Q - G2/G3,Pública,Ametista,"7,8632","9,5","9,1","7,52","8,0","6,25",,"8,08",5,Fase 1 (3° e 4° ano),-1
Aluno-963,ALFA,ALFA Q - G2/G3,Pública,Topázio,"8,6142","9,5","9,8","7,52","8,5","7,50",,"10,01",5,Fase 1 (3° e 4° ano),-1
Aluno-964,ALFA,ALFA Q - G2/G3,Pública,Ametista,"7,7997","8,5","9,4","7,52","7,2","6,88",,"8,50",5,Fase 1 (3° e 4° ano),-1
Aluno-965,ALFA,ALFA Q - G2/G3,Pública,Agata,"6,4832","8,5","8,2","6,27","4,7","5,00",,"7,18",5,Fase 1 (3° e 4° ano),-1
Aluno-966,ALFA,ALFA Q - G2/G3,Pública,Ametista,"7,44345","10,0","10,0","7,52","5,0","6,56",,"7,68",5,Fase 1 (3° e 4° ano),-1
Aluno-967,ALFA,ALFA Q - G2/G3,Pública,Ametista,"7,1347","9,5","8,0","7,52","6,5","5,63",,"7,35",5,Fase 2 (5° e 6° ano),-2
Aluno-968,ALFA,ALFA Q - G2/G3,Pública,Topázio,"8,4942","9,0","9,7","7,52","8,3","7,50",,"10,01",5,Fase 1 (3° e 4° ano),-1
Aluno-812,ALFA,ALFA Q - G2/G3,Pública,Topázio,"8,0357","9,5","9,1","7,52","5,8","6,88",,"8,33",10,ALFA (1° e 2° ano),0
Aluno-969,ALFA,ALFA Q - G2/G3,Pública,Ametista,"7,7692","8,5","9,7","7,52","5,5","6,25",,"7,51",10,ALFA (1° e 2° ano),0
Aluno-970,ALFA,ALFA R - G0/G1,Pública,Topázio,"8,9977","8,5","8,1","7,52","9,4","9,38",,"9,84",10,ALFA (1° e 2° ano),0
Aluno-971,ALFA,ALFA R - G0/G1,Pública,Ametista,"7,0169","7,8","6,4","3,77","6,9","5,63",,"8,17",10,ALFA (1° e 2° ano),0
Aluno-972,ALFA,ALFA R - G0/G1,Pública,Ametista,"7,5427","9,0","9,1","3,77","6,0","6,88",,"7,84",10,ALFA (1° e 2° ano),0
Aluno-973,ALFA,ALFA R - G0/G1,Pública,Quartzo,"5,82875","0,0","8,6","3,77","5,2","7,19",,"7,42",5,Fase 1 (3° e 4° ano),-1
Aluno-974,ALFA,ALFA R - G0/G1,Pública,Topázio,"8,4752","9,0","9,1","3,77","8,8","7,50",,"9,34",10,ALFA (1° e 2° ano),0
Aluno-975,ALFA,ALFA R - G0/G1,Pública,Ametista,"7,7803","7,9","9,2","7,52","6,5","5,63",,"7,67",10,ALFA (1° e 2° ano),0
Aluno-976,ALFA,ALFA R - G0/G1,Pública,Topázio,"8,39895","9,5","9,2","6,27","8,6","5,94",,"8,34",10,ALFA (1° e 2° ano),0
Aluno-977,ALFA,ALFA R - G0/G1,Pública,Ametista,"7,1717","8,5","7,4","5,02","5,8","5,63",,"8,09",10,ALFA (1° e 2° ano),0
Aluno-978,ALFA,ALFA R - G0/G1,Pública,Topázio,"8,3877","9,0","9,8","3,77","8,6","5,63",,"9,34",10,ALFA (1° e 2° ano),0
Aluno-979,ALFA,ALFA S - G2/G3,Pública,Topázio,"8,1617","9,5","9,6","6,27","6,0","5,63",,"9,51",10,ALFA (1° e 2° ano),0
Aluno-980,ALFA,ALFA S - G2/G3,Pública,Ametista,"7,1425","0,0","9,8","5,02","6,3","5,63",,"9,34",10,ALFA (1° e 2° ano),0
Aluno-808,ALFA,ALFA S - G2/G3,Pública,Topázio,"8,1932","10,0","10,0","2,52","8,7","7,50",,"9,76",5,Fase 1 (3° e 4° ano),-1
Aluno-981,ALFA,ALFA S - G2/G3,Pública,Ametista,"7,5367","9,5","9,1","2,52","5,8","5,63",,"9,01",10,ALFA (1° e 2° ano),0
Aluno-982,ALFA,ALFA S - G2/G3,Pública,Ametista,"7,1215","0,0","9,1","2,52","8,6","5,63",,"8,84",10,ALFA (1° e 2° ano),0
Aluno-983,ALFA,ALFA S - G2/G3,Pública,Topázio,"8,3502","8,5","9,9","2,52","8,8","6,25",,"9,42",10,ALFA (1° e 2° ano),0
Aluno-984,ALFA,ALFA S - G2/G3,Pública,Topázio,"8,8177","8,0","9,8","7,52","8,3","6,88",,"9,84",10,ALFA (1° e 2° ano),0
Aluno-985,ALFA,ALFA S - G2/G3,Pública,Ametista,"7,6247","9,0","9,3","2,52","6,8","5,63",,"8,50",10,ALFA (1° e 2° ano),0
Aluno-986,ALFA,ALFA S - G2/G3,Pública,Topázio,"8,0107","9,5","9,1","2,52","8,3","5,63",,"8,83",10,ALFA (1° e 2° ano),0
Aluno-987,ALFA,ALFA S - G2/G3,Pública,Ametista,"7,6765","0,0","9,8","6,27","7,3","6,88",,"9,76",10,ALFA (1° e 2° ano),0
Aluno-988,ALFA,ALFA S - G2/G3,Pública,Ametista,"7,9568","7,9","8,1","7,52","8,5","6,25",,"9,84",5,Fase 1 (3° e 4° ano),-1
Aluno-989,ALFA,ALFA S - G2/G3,Pública,Ametista,"7,7242","9,5","8,1","2,52","8,3","7,50",,"10,01",5,Fase 1 (3° e 4° ano),-1
Aluno-677,ALFA,ALFA T - G2/G3,Pública,Topázio,"8,5257","10,0","8,2","10,00","8,7","6,88",,"9,84",5,Fase 1 (3° e 4° ano),-1
Aluno-990,ALFA,ALFA T - G2/G3,Pública,Ametista,"7,254","0,0","8,5","7,52","7,8","7,50",,"10,01",5,Fase 1 (3° e 4° ano),-1
Aluno-991,ALFA,ALFA T - G2/G3,Pública,Ametista,"7,7687","10,0","9,1","3,14","7,7","6,88",,"9,59",5,Fase 1 (3° e 4° ano),-1
Aluno-992,ALFA,ALFA T - G2/G3,Pública,Ametista,"7,2722","9,5","8,2","3,14","8,0","5,00",,"8,84",5,Fase 2 (5° e 6° ano),-2
Aluno-703,ALFA,ALFA T - G2/G3,Pública,Agata,"6,2737","9,5","8,4","3,14","4,6","6,88",,"6,16",5,Fase 2 (5° e 6° ano),-2
Aluno-993,ALFA,ALFA T - G2/G3,Pública,Topázio,"8,7592","9,5","9,8","3,77","8,6","7,50",,"10,01",10,ALFA (1° e 2° ano),0
Aluno-674,ALFA,ALFA T - G2/G3,Pública,Agata,"6,6328","7,9","8,5","3,77","5,2","5,00",,"8,67",5,Fase 1 (3° e 4° ano),-1
Aluno-994,ALFA,ALFA T - G2/G3,Pública,Ametista,"7,4127","9,5","9,4","3,77","6,0","5,63",,"7,27",10,ALFA (1° e 2° ano),0
Aluno-995,ALFA,ALFA T - G2/G3,Pública,Agata,"6,4782","9,5","7,9","3,77","5,1","6,25",,"7,18",5,Fase 2 (5° e 6° ano),-2
Aluno-996,ALFA,ALFA T - G2/G3,Pública,Topázio,"8,1892","10,0","9,2","3,77","8,6","7,50",,"10,01",5,Fase 1 (3° e 4° ano),-1
Aluno-997,ALFA,ALFA T - G2/G3,Pública,Ametista,"7,5687","7,5","8,7","3,77","7,1","5,63",,"8,60",10,ALFA (1° e 2° ano),0
Aluno-998,ALFA,ALFA U - G2/G3,Pública,Ametista,"7,9752","9,5","9,3","3,77","7,9","7,50",,"9,84",5,Fase 2 (5° e 6° ano),-2
Aluno-999,ALFA,ALFA U - G2/G3,Pública,Topázio,"8,0352","9,0","9,4","3,77","8,3","7,50",,"9,84",5,Fase 1 (3° e 4° ano),-1
Aluno-750,ALFA,ALFA U - G2/G3,Pública,Quartzo,"5,6857","9,5","7,7","3,14","3,4","4,38",,"6,32",5,Fase 2 (5° e 6° ano),-2
Aluno-770,ALFA,ALFA U - G2/G3,Pública,Agata,"6,6785","0,0","8,3","3,77","5,9","6,88",,"8,92",10,ALFA (1° e 2° ano),0
Aluno-771,ALFA,ALFA U - G2/G3,Pública,Ametista,"7,056","0,0","8,8","3,14","8,2","6,25",,"8,59",10,ALFA (1° e 2° ano),0
Aluno-1000,ALFA,ALFA U - G2/G3,Pública,Ametista,"7,9162","8,5","9,4","3,77","7,0","6,25",,"8,92",10,ALFA (1° e 2° ano),0
Aluno-830,ALFA,ALFA U - G2/G3,Pública,Agata,"6,78","0,0","8,9","3,14","8,3","6,25",,"9,51",5,Fase 1 (3° e 4° ano),-1
Aluno-1001,ALFA,ALFA U - G2/G3,Pública,Topázio,"8,1162","9,0","9,1","7,52","7,8","7,50",,"9,17",5,Fase 1 (3° e 4° ano),-1
Aluno-1002,ALFA,ALFA U - G2/G3,Pública,Ametista,"7,9012","9,0","9,7","7,52","7,0","6,25",,"8,92",5,Fase 1 (3° e 4° ano),-1
Aluno-1003,ALFA,ALFA V - G0/G1,Pública,Ametista,"7,6522","9,0","8,5","7,52","4,0","7,50",,"8,75",10,ALFA (1° e 2° ano),0
Aluno-835,ALFA,ALFA V - G0/G1,Pública,Topázio,"8,2467","8,0","8,5","7,52","8,7","6,88",,"7,84",10,ALFA (1° e 2° ano),0
Aluno-1004,ALFA,ALFA V - G0/G1,Pública,Topázio,"8,3137","9,0","9,6","7,52","7,9","6,88",,"7,42",10,ALFA (1° e 2° ano),0
Aluno-1005,ALFA,ALFA V - G0/G1,Pública,Topázio,"8,4252","9,5","7,9","7,52","8,8","7,50",,"8,17",10,ALFA (1° e 2° ano),0
Aluno-1006,ALFA,ALFA V - G0/G1,Pública,Topázio,"8,5922","9,0","9,3","7,52","8,7","7,50",,"8,00",10,ALFA (1° e 2° ano),0
Aluno-705,ALFA,ALFA V - G0/G1,Pública,Agata,"6,982","0,0","8,3","6,89","8,8","7,50",,"8,17",5,Fase 2 (5° e 6° ano),-2
Aluno-1007,ALFA,ALFA V - G0/G1,Pública,Topázio,"8,0782","9,0","7,4","7,52","8,3","7,50",,"7,68",10,ALFA (1° e 2° ano),0
Aluno-1008,ALFA,ALFA V - G0/G1,Pública,Topázio,"8,13595","9,0","8,6","7,52","8,4","5,94",,"7,50",10,ALFA (1° e 2° ano),0
Aluno-729,ALFA,ALFA V - G0/G1,Pública,Ametista,"7,26545","8,0","9,1","3,77","8,6","6,56",,"7,01",5,Fase 1 (3° e 4° ano),-1
Aluno-1009,ALFA,ALFA Y - G0/G1,Pública,Ametista,"7,245","0,0","9,0","3,77","8,8","7,50",,"7,84",10,ALFA (1° e 2° ano),0
Aluno-1010,ALFA,ALFA Y - G0/G1,Pública,Topázio,"8,70645","9,5","10,0","3,77","9,4","7,81",,"8,59",10,ALFA (1° e 2° ano),0
Aluno-1011,ALFA,ALFA Y - G0/G1,Pública,Ametista,"7,33095","9,5","8,6","3,77","5,2","7,19",,"7,68",10,ALFA (1° e 2° ano),0
Aluno-1012,ALFA,ALFA Y - G0/G1,Pública,Ametista,"7,96495","10,0","9,9","3,77","6,6","7,19",,"7,85",10,ALFA (1° e 2° ano),0
Aluno-1013,ALFA,ALFA Y - G0/G1,Pública,Ametista,"7,6237","9,0","9,6","4,39","8,3","5,63",,"5,76",10,ALFA (1° e 2° ano),0
Aluno-1014,ALFA,ALFA Y - G0/G1,Pública,Topázio,"8,2582","9,0","9,7","3,77","8,2","7,50",,"8,26",10,ALFA (1° e 2° ano),0
Aluno-1015,FASE 1,1A,Pública,Ametista,"7,538908333","10,0","9,3","6,27","6,3","7,34",,"7,79",5,Fase 2 (5° e 6° ano),-1
Aluno-734,FASE 1,1A,Pública,Ametista,"7,305908333","8,5","8,0","7,52","6,9","7,34",,"7,45",5,Fase 2 (5° e 6° ano),-1
Aluno-687,FASE 1,1A,Pública,Ametista,"7,617533333","8,0","9,0","7,52","6,9","7,50",,"8,23",5,Fase 2 (5° e 6° ano),-1
Aluno-1016,FASE 1,1A,Pública,Ametista,"7,762575","10,0","9,5","7,52","6,7","7,34",,"7,73",5,Fase 2 (5° e 6° ano),-1
Aluno-1017,FASE 1,1A,Pública,Agata,"6,505333333","0,0","8,0","5,02","7,7","7,50",,"8,12",5,Fase 2 (5° e 6° ano),-1
Aluno-688,FASE 1,1A,Pública,Topázio,"8,0442","8,5","9,3","7,52","8,6","7,50",,"8,06",5,Fase 2 (5° e 6° ano),-1
Aluno-1018,FASE 1,1A,Pública,Agata,"6,824","0,0","8,5","5,02","6,3","7,50",,"8,06",10,Fase 1 (3° e 4° ano),0
Aluno-696,FASE 1,1A,Pública,Ametista,"7,172666667","0,0","9,4","5,02","6,7","7,50",,"8,50",10,Fase 1 (3° e 4° ano),0
Aluno-1019,FASE 1,1A,Pública,Ametista,"7,177033333","7,5","9,1","5,02","4,3","6,88",,"7,84",10,ALFA (1° e 2° ano),1
Aluno-514,FASE 1,1A,Pública,Quartzo,"5,823133333","7,9","7,5","2,52","5,5","5,00",,"5,90",5,Fase 2 (5° e 6° ano),-1
Aluno-1020,FASE 1,1A,Pública,Ametista,"7,612283333","10,0","9,1","2,52","6,1","7,19",,"8,06",10,Fase 1 (3° e 4° ano),0
Aluno-1021,FASE 1,1A,Pública,Agata,"6,964616667","8,0","9,2","3,77","3,3","7,19",,"7,89",10,Fase 1 (3° e 4° ano),0
Aluno-1022,FASE 1,1A,Pública,Ametista,"7,164616667","8,5","8,5","3,77","4,7","7,19",,"7,89",10,Fase 1 (3° e 4° ano),0
Aluno-1023,FASE 1,1A,Pública,Topázio,"9,1342","10,0","10,0","6,27","9,1","8,75",,"9,06",10,Fase 1 (3° e 4° ano),0
Aluno-699,FASE 1,1A,Pública,Agata,"6,389991667","8,5","8,3","3,77","6,0","5,78",,"6,17",5,Fase 2 (5° e 6° ano),-1
Aluno-480,FASE 1,1B,Pública,Topázio,"8,226408333","10,0","9,7","7,52","7,9","7,97",,"8,34",5,Fase 2 (5° e 6° ano),-1
Aluno-678,FASE 1,1B,Pública,Ametista,"7,570158333","8,0","8,8","6,27","7,3","7,66",,"8,34",5,Fase 2 (5° e 6° ano),-1
Aluno-1024,FASE 1,1B,Pública,Ametista,"7,788875","0,0","10,0","6,27","9,8","9,22",,"8,95",5,Fase 2 (5° e 6° ano),-1
Aluno-502,FASE 1,1B,Privada - Programa de Apadrinhamento,Topázio,"8,749075","8,5","9,8","7,52","8,0","7,97",,"8,95",10,Fase 1 (3° e 4° ano),0
Aluno-1025,FASE 1,1B,Pública,Topázio,"8,215158333","8,5","8,9","7,52","7,5","7,66",,"7,84",10,Fase 1 (3° e 4° ano),0
Aluno-680,FASE 1,1B,Pública,Agata,"6,5855","0,0","9,1","7,52","6,4","6,88",,"7,78",5,Fase 2 (5° e 6° ano),-1
Aluno-1026,FASE 1,1B,Pública,Agata,"6,494825","8,5","9,8","7,52","3,2","6,41",,"7,06","2,5",Fase 4 (9° ano),-3
Aluno-698,FASE 1,1B,Pública,Ametista,"7,553616667","8,5","9,9","2,52","5,7","7,19",,"8,11",10,Fase 1 (3° e 4° ano),0
